,English,Urdu
29982,<start> Nice <end>,<start> اچھا <end>
29983,<start> Good pizza <end>,<start> اچھا پیزا <end>
29984,<start> fast food <end>,<start> فاسٹ فوڈ <end>
29985,<start> Great experience Chicken wings amazing <end>,<start> چکن ونگز کا شاندار تجربہ <end>
29986,<start> Good place for a grill and pizza <end>,<start> گرل اور پیزا کے لیے اچھی جگہ <end>
29987,<start> Good service n quality food <end>,<start> اچھی سروس اور معیاری کھانا <end>
29988,<start> Good burgers tasty and huygenic <end>,<start> اچھے برگر سوادج اور خوبصورت <end>
29989,"<start> Our recent visit was not satisfactory, the food was not proper coocked, Perry Bites were half fried (inside left frozen). The quality of food and service needs to be improved. <end>",<start> ہمارا حالیہ دورہ تسلی بخش نہیں تھا، کھانا مناسب طریقے سے پکایا نہیں گیا تھا، پیری بائٹس آدھے تلے ہوئے تھے (اندر بائیں منجمد)۔ خوراک اور خدمات کے معیار کو بہتر کرنے کی ضرورت ہے۔ <end>
29990,<start> Great food stuff with awesome taste and service menu and taste of food <end>,<start> زبردست ذائقہ اور سروس مینو اور کھانے کے ذائقے کے ساتھ عمدہ کھانے کی چیزیں <end>
29991,<start> Had ordered the lunch deal. Food quality has dropped. Wings and burger patty were burnt and very dry. Very disappointing <end>,<start> لنچ ڈیل کا آرڈر دیا تھا۔ کھانے کا معیار گر گیا ہے۔ پنکھ اور برگر پیٹی جل چکے تھے اور بہت خشک تھے۔ بہت مایوس کن <end>
29992,"<start> A good place for grilled chicken, wings and chicken burgers. The unique thing is that you can change your spice levels which makes the food interesting. The staff is very helpful and courteous. Their food was quality was yummy but quantity was ok. The ambiance is up to mark. I would suggest this place to go for once. <end>",<start> گرلڈ چکن، پنکھوں اور چکن برگر کے لیے ایک اچھی جگہ۔ انوکھی بات یہ ہے کہ آپ اپنے مصالحے کی سطح کو تبدیل کر سکتے ہیں جو کھانے کو دلچسپ بناتا ہے۔ عملہ بہت مددگار اور شائستہ ہے۔ ان کا کھانا معیاری تھا لیکن مقدار ٹھیک تھی۔ ماحول نشان زد ہے۔ میں اس جگہ کو ایک بار جانے کا مشورہ دوں گا۔ <end>
29993,"<start> (Translated by Google) Ziada naheen pata

(Original)
Ziada naheen pata <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) زیدہ نہیں پتا (اصل) زیدہ نہیں پتا <end>
29994,<start> Good place to dine in with family and friends <end>,<start> خاندان اور دوستوں کے ساتھ کھانے کے لیے اچھی جگہ <end>
29995,<start> Healthy as well as tastier <end>,<start> صحت مند ہونے کے ساتھ ساتھ مزیدار بھی <end>
29996,<start> They serve what nando's serve. I found nandos food more richer in taste. But overall ambience was good. <end>,<start> وہ خدمت کرتے ہیں جو نندو کی خدمت کرتے ہیں۔ میں نے نانڈوس کھانے کو ذائقہ میں زیادہ امیر پایا۔ لیکن مجموعی طور پر ماحول اچھا تھا۔ <end>
29997,<start> Good taste <end>,<start> اچھا ذائقہ <end>
29998,<start> Their food was quality was yummy but quantity was ok. The ambiance is up to mark. I would suggest this place to go for once. <end>,<start> ان کا کھانا معیاری تھا لیکن مقدار ٹھیک تھی۔ ماحول نشان زد ہے۔ میں اس جگہ کو ایک بار جانے کا مشورہ دوں گا۔ <end>
29999,"<start> The chicken platter is always fresh and hot, no doubt about that.

I'm a pepperoni pizza lover so when i need to satisfy my taste buds i just order it and they never disappoint. <end>",<start> چکن کی پلیٹ ہمیشہ تازہ اور گرم ہوتی ہے، اس میں کوئی شک نہیں۔ میں پیپرونی پیزا کا شوقین ہوں اس لیے جب مجھے اپنی ذائقہ کی کلیوں کو پورا کرنے کی ضرورت ہوتی ہے تو میں اسے آرڈر کرتا ہوں اور وہ کبھی مایوس نہیں ہوتے۔ <end>
30000,<start> Very rude managers and not at all polite and flexible. <end>,<start> بہت بدتمیز مینیجرز اور بالکل بھی شائستہ اور لچکدار نہیں۔ <end>
30001,<start> Tasty Food <end>,<start> مزیدار کھانا <end>
30002,<start> just ok <end>,<start> بس ٹھیک ہے <end>
30003,<start> Awesome everything was perfect. The waiter that was assigned to me was very polite. I used SAVYOUR APP to get 15% discount. <end>,<start> بہت اچھا سب کچھ کامل تھا. ویٹر جو مجھے تفویض کیا گیا تھا وہ بہت شائستہ تھا۔ میں نے 15% ڈسکاؤنٹ حاصل کرنے کے لیے SAVYOUR APP کا استعمال کیا۔ <end>
30004,"<start> Awesome food, good ambience and service was great. Highly recommended. <end>",<start> بہت اچھا کھانا، اچھا ماحول اور سروس بہت اچھا تھا. انتہائی سفارش کی جاتی ہے۔ <end>
30005,<start> Awsome like nandos <end>,<start> نینڈوس کی طرح حیرت انگیز <end>
30006,<start> Highly recommended. <end>,<start> انتہائی سفارش کی جاتی ہے۔ <end>
30007,"<start> Yum yum yum this place has the tastiest salad which I ever had with less calories, great food taste at decent price. <end>",<start> یم یم یم اس جگہ پر سب سے لذیذ ترین سلاد ہے جو میں نے کم کیلوریز کے ساتھ کھایا ہے، مناسب قیمت پر کھانے کا ذائقہ بہت اچھا ہے۔ <end>
30008,"<start> Good place

Located at main Tariq road ... near dolman mall...

Good food

Nice atmosphere

Food is also good

Chicken is nice

Service is also quick

So overall good experience.. <end>",<start> اچھی جگہ مین طارق روڈ پر واقع ہے... ڈولمین مال کے قریب... اچھا کھانا اچھا ماحول کھانا بھی اچھا چکن اچھا ہے سروس بھی تیز ہے تو مجموعی طور پر اچھا تجربہ ہے۔ <end>
30009,<start> Spicy finger Linkin grilled chicken... But prices are quite high comparatively <end>,<start> مسالیدار انگلی لنکن گرلڈ چکن... لیکن قیمتیں نسبتاً زیادہ ہیں۔ <end>
30010,"<start> A good place for grilled chicken, wings and chicken burgers. The unique thing is that you can change your spice levels which makes the food interesting. The staff is very helpful and courteous. <end>",<start> گرلڈ چکن، پنکھوں اور چکن برگر کے لیے ایک اچھی جگہ۔ انوکھی بات یہ ہے کہ آپ اپنے مصالحے کی سطح کو تبدیل کر سکتے ہیں جو کھانے کو دلچسپ بناتا ہے۔ عملہ بہت مددگار اور شائستہ ہے۔ <end>
30011,<start> Sweet taste <end>,<start> میٹھا ذائقہ <end>
30012,<start> A little bit of Nando's touch <end>,<start> نندو کا تھوڑا سا لمس <end>
30013,<start> awesome <end>,<start> خوفناک <end>
30014,<start> Nice food <end>,<start> اچھا کھانا <end>
30015,<start> Best restaurant <end>,<start> بہترین ریستوراں <end>
30016,"<start> Every one should try at least one time. Very good food good taste good quality. It's worth it to eat at grillo. I suggest it's better to party at grillo rather then to go pizza hut, dominos or nandoos all flop after grillo <end>",<start> ہر ایک کو کم از کم ایک بار کوشش کرنی چاہیے۔ بہت اچھا کھانا اچھا ذائقہ اچھا معیار۔ یہ گریلو میں کھانے کے قابل ہے۔ میرا مشورہ ہے کہ گریلو میں پارٹی کرنا بہتر ہے بجائے اس کے کہ پیزا ہٹ، ڈومینوز یا نینڈوز سب گریلو کے بعد فلاپ ہوجائیں <end>
30017,<start> For eating food <end>,<start> کھانا کھانے کے لیے <end>
30018,<start> The peri peri chicken is mouthwatering <end>,<start> پیری پیری چکن منہ میں پانی بھرنے والا ہے۔ <end>
30019,"<start> Very good place for grilled and spicy items lovers.
Their peri peri grilled chicken is amazing and also the sauce they give with the meals.
Peri bites are also so good.
But their pizzas are below average. <end>",<start> گرل اور مسالہ دار اشیاء کے شوقین افراد کے لیے بہت اچھی جگہ۔ ان کا پیری پیری گرلڈ چکن لاجواب ہے اور وہ چٹنی بھی جو وہ کھانے کے ساتھ دیتے ہیں۔ پیری کے کاٹنے بھی بہت اچھے ہیں۔ لیکن ان کے پیزا اوسط سے کم ہیں۔ <end>
30020,<start> No doubt a healthier option <end>,<start> کوئی شک نہیں کہ ایک صحت مند اختیار ہے <end>
30021,<start> Good service <end>,<start> اچھی خدمت <end>
30022,<start> Chicken is good <end>,<start> چکن اچھا ہے۔ <end>
30023,<start> Peri chicken is good. <end>,<start> پیری چکن اچھا ہے۔ <end>
30024,<start> Great <end>,<start> زبردست <end>
30025,"<start> Delicious food great ambiance, and not heavy on pocket. <end>",<start> مزیدار کھانا بہترین ماحول، اور جیب پر بھاری نہیں۔ <end>
30026,"<start> Taste is very good
Serving size seems a bit small but prices are low so it compensate that I guess <end>",<start> ذائقہ بہت اچھا ہے سرونگ کا سائز تھوڑا سا چھوٹا لگتا ہے لیکن قیمتیں کم ہیں اس لیے میرا اندازہ ہے کہ اس کی تلافی ہو جاتی ہے <end>
30027,<start> Best food great price <end>,<start> بہترین خوراک بڑی قیمت <end>
30028,"<start> Undoubtedly the food mind-blowing and one of it's kind.
But still, the food is noticeably overpriced <end>",<start> بلاشبہ کھانا دماغ کو اڑانے والا اور اس میں سے ایک قسم کا ہے۔ لیکن پھر بھی، خوراک نمایاں طور پر زیادہ مہنگی ہے۔ <end>
30029,<start> Tastiest chicken in k town <end>,<start> کے ٹاؤن میں سب سے لذیذ چکن <end>
30030,"<start> Peri chicken burger and wings were good, thou size or the burger was a bit small , beef burger was of a leaner beef mix , which some people like although I personally prefer a juicy patty. Overall ambience and atmosphere was good and service was quick and excellent <end>",<start> پیری چکن برگر اور پنکھ اچھے تھے، آپ کا سائز یا برگر تھوڑا سا چھوٹا تھا، بیف برگر دبلے پتلے بیف مکس کا تھا، جسے کچھ لوگ پسند کرتے ہیں حالانکہ میں ذاتی طور پر رسیلی پیٹی کو ترجیح دیتا ہوں۔ مجموعی طور پر ماحول اور ماحول اچھا تھا اور سروس تیز اور بہترین تھی۔ <end>
30031,<start> We visit this place regularly and their peri bites are the ones to die for. <end>,<start> ہم باقاعدگی سے اس جگہ کا دورہ کرتے ہیں اور ان کے پیری کاٹنے کی وجہ سے مرنا ہے۔ <end>
30032,<start> Love the food! <end>,<start> کھانا پسند ہے! <end>
30033,<start> Average quality of food <end>,<start> کھانے کا اوسط معیار <end>
30034,<start> Best you can ever have <end>,<start> بہترین جو آپ کے پاس ہو سکتا ہے۔ <end>
30035,"<start> not  tasty  ,juicy, the  chicken  I ate  was very  hard <end>",<start> مزیدار، رسیلی نہیں، میں نے جو چکن کھایا وہ بہت مشکل تھا۔ <end>
30036,<start> Awesome peri peri bites <end>,<start> بہت اچھے پیری پیری کاٹنے <end>
