,English,Urdu
28145,"The food is amazing. Had the malai boti, seekh kabab, mutton kabab plate and chicken. Tikka. Everything was amazing! Prices are very Decent aswell. Usually there is a wait before a table is available.

They have iceberg ice cream which you have to try!",کھانا حیرت انگیز ہے۔ ملائی بوٹی، سیکھ کباب، مٹن کباب پلیٹ اور چکن تھا۔ ٹکا۔ سب کچھ حیرت انگیز تھا! قیمتیں بھی بہت مناسب ہیں۔ عام طور پر ایک میز دستیاب ہونے سے پہلے انتظار کرنا پڑتا ہے۔ ان کے پاس آئس برگ آئس کریم ہے جسے آپ کو آزمانا ہوگا!
28146,"I had BBQ fish, chicken laal boti and dhaga kabab from here and they were awesome!",میرے پاس یہاں سے باربی کیو مچھلی، چکن لال بوٹی اور دھاگا کباب تھے اور وہ لاجواب تھے!
28147,One of Best BBQ Places in Town,ٹاؤن کے بہترین BBQ مقامات میں سے ایک
28148,Always this restaurant work with cleanliness and neatness. This restaurant never makes you annoyed and angered also. It's amounts are very perfect and reasonable.,یہ ریستوراں ہمیشہ صفائی اور صفائی کے ساتھ کام کرتا ہے۔ یہ ریستوراں آپ کو کبھی بھی ناراض اور ناراض نہیں کرتا ہے۔ اس کی مقدار بہت درست اور معقول ہے۔
28149,Best Kababs :D,بہترین کباب :D
28150,Just OK,بس ٹھیک ہے
28151,"(Translated by Google) Aala

(Original)
Aala",(گوگل کے ذریعہ ترجمہ شدہ) Aala (اصل) Aala
28152,Excellent food with reasonable price.,مناسب قیمت کے ساتھ بہترین کھانا۔
28153,Best BBQ in Karachi,کراچی میں بہترین BBQ
28154,Best kebab I never eat befor...like you so much,بہترین کباب میں نے پہلے کبھی نہیں کھایا... آپ کی طرح
28155,"Best Malai Boti kebabs in town!
Aala!",شہر میں بہترین ملائی بوٹی کباب! آلا!
28156,Good taste,اچھا ذائقہ
28157,Food is very good,کھانا بہت اچھا ہے۔
28158,"Its one of the oldest restaurant in the city for sure but they need to revamp ot for sure, food quality is not upto the mark at all and they are only dealing in events only which is also not very satisfying, plus Parking is a major issue in the area in rush hours.",یہ یقینی طور پر شہر کے قدیم ترین ریستوراں میں سے ایک ہے لیکن انہیں یقینی طور پر او ٹی کو بہتر بنانے کی ضرورت ہے، کھانے کا معیار بالکل بھی درست نہیں ہے اور وہ صرف تقریبات میں ہی ڈیل کر رہے ہیں جو کہ بہت زیادہ اطمینان بخش بھی نہیں ہے، نیز پارکنگ ایک بڑا مسئلہ ہے۔ رش کے اوقات میں علاقے میں۔
28159,Good taste,اچھا ذائقہ
28160,The food was awesome and the service too!!,کھانا لاجواب تھا اور سروس بھی!!
28161,Old is gold!,نیا نو دن پرانا سو دن!
28162,Average food quality but excellent service by the staff.,کھانے کا اوسط معیار لیکن عملے کی بہترین سروس۔
28163,Bad experience about food quality and taste,کھانے کے معیار اور ذائقے کے بارے میں برا تجربہ
28164,Services just little bit slow otherwise fine,خدمات تھوڑی سست ہیں ورنہ ٹھیک
28165,Good,اچھی
28166,"Don't waste your money here.
Ordered chicken handi and brain masala both of the dishes has no taste and even I had to return brain masala as there was a fish smell.",یہاں اپنا پیسہ ضائع نہ کریں۔ مرغی کی ہانڈی اور برین مسالہ دونوں پکوانوں میں کوئی ذائقہ نہیں تھا اور یہاں تک کہ مچھلی کی بو آنے کی وجہ سے مجھے دماغی مسالہ واپس کرنا پڑا۔
28167,Very good everything,بہت اچھا سب کچھ
28168,Very Expensive,بہت مہنگی
28169,"Leg lamb. It was perfectly cooked along with garlic naan. Garlic naan was 8/10. Leg lamb was 10/10 handi was 7/10.
Service was good.",ٹانگوں کا بچہ۔ یہ لہسن کے نان کے ساتھ بالکل پکا ہوا تھا۔ لہسن کا نان 8/10 تھا۔ ٹانگوں کا میمنا 10/10 ہانڈی 7/10 تھا۔ سروس اچھی تھی۔
28170,"Delicious food , local food are the best",مزیدار کھانا، مقامی کھانا بہترین ہیں۔
28171,Usmania is a good place to eat.Its speciality is chicken roast it's like steam whole chicken.Icecream is very good.Rates are high as compared to other good restaurants.I ordered one chicken roast and half handi rogni naan and chicken shashlik plus three ice-cream.My bill was 4800,عثمانیہ کھانے کے لیے ایک اچھی جگہ ہے۔ اس کی خاصیت چکن روسٹ ہے یہ بھاپ سے بھرے چکن کی طرح ہے۔ آئسکریم بہت اچھی ہے۔ دیگر اچھے ریستورانوں کے مقابلے میں قیمتیں زیادہ ہیں۔ میں نے ایک چکن روسٹ اور آدھی ہانڈی روغنی نان اور چکن شاشلک کے علاوہ تین آئس کا آرڈر دیا۔ کریم۔میرا بل 4800 تھا۔
28172,Always good but expensive,ہمیشہ اچھا لیکن مہنگا
28173,"From last visit in 2018 to now 2022, drastic change in taste.. visited today for iftsr dinner and it was not good. Cleanliness is questionable, presentation of food is not good and lastly every item on the iftar dinner menu has some smell in it, tasteless I tried every item and it was not upto the mark in taste. They charged 1400 per person for bufay..",2018 میں آخری دورے سے لے کر اب 2022 تک، ذائقہ میں زبردست تبدیلی.. آج افطار ڈنر کے لیے تشریف لائے اور یہ اچھا نہیں تھا۔ صفائی ستھرائی قابل اعتراض ہے، کھانے کی پیش کش اچھی نہیں ہے اور آخر کار افطار ڈنر کے مینو میں ہر چیز میں کوئی نہ کوئی خوشبو ہوتی ہے، بے ذائقہ میں نے ہر شے کو آزمایا اور وہ ذائقے کے لحاظ سے بالکل درست نہیں تھا۔ انہوں نے بوفے کے لیے 1400 فی شخص چارج کیا..
28174,"Nice place Good food of good quality, tasty and yummy.",اچھی جگہ اچھی کوالٹی کا اچھا کھانا، مزیدار اور لذیذ۔
28175,"Usmania restaurant has a Unique and excellent taste of all food, esp a Pistacho flavoured Ice cream that has preserved same taste which we have tried since last 31 years. Wow.

No other place has such an ice cream anywhere else.",عثمانیہ ریستوراں میں تمام کھانوں کا منفرد اور بہترین ذائقہ ہے، خاص طور پر پستے کے ذائقے والی آئس کریم جس نے وہی ذائقہ محفوظ رکھا ہے جسے ہم گزشتہ 31 سالوں سے آزما رہے ہیں۔ زبردست. کسی اور جگہ ایسی آئس کریم کہیں اور نہیں ہے۔
28176,Its good,یہ اچھا ہے
28177,Not a good experience,اچھا تجربہ نہیں ہے۔
28178,Bad Experience regarding sevices and AC almost working Badly..,سروسز اور AC کے بارے میں برا تجربہ تقریباً بری طرح کام کر رہا ہے..
28179,"Excellent environment and food items, specially Pulao Biryani......",بہترین ماحول اور کھانے کی اشیاء، خاص طور پر پلاؤ بریانی......
28180,"(Translated by Google) Mazedar Khan

(Original)
Mazedar Khana",(گوگل کے ذریعے ترجمہ کیا گیا) Mazedar Khan (اصل) Mazedar Khana
28181,Favorite,پسندیدہ
28182,Love the ambience and taste. Although a little high on rates but a perfect place for family gatherings.,ماحول اور ذائقہ سے محبت کریں۔ اگرچہ قیمتوں میں تھوڑا زیادہ ہے لیکن خاندانی اجتماعات کے لیے ایک بہترین جگہ۔
28183,"Beautiful interior, calm environment, and  delicious food. Missing the iftar cum dinner buffet a lot.",خوبصورت داخلہ، پرسکون ماحول، اور مزیدار کھانا۔ افطار سہ رات کے کھانے کے بوفے کو بہت یاد کر رہے ہیں۔
28184,Good traditional continental food,اچھا روایتی براعظمی کھانا
28185,Old lagend  n good food,پرانا لگنڈ اور اچھا کھانا
28186,Awesome food I recommend this restaurant with family,میں خاندان کے ساتھ اس ریستوراں کی تجویز کرتا ہوں بہت اچھا کھانا
28187,Good taste,اچھا ذائقہ
28188,"Silent and good place but old, not upto date, food and flavor are good. I observe this place is good for families events/official dine, not for couple dating purpose.",خاموش اور اچھی جگہ لیکن پرانی، تازہ ترین نہیں، کھانا اور ذائقہ اچھا ہے۔ میرا مشاہدہ ہے کہ یہ جگہ خاندانی تقریبات/ سرکاری کھانے کے لیے اچھی ہے، جوڑے کی ڈیٹنگ کے مقصد کے لیے نہیں۔
28189,Great atmosphere with punctual staff food is good not awesome,وقت کی پابندی عملے کے کھانے کے ساتھ زبردست ماحول اچھا نہیں بہت اچھا ہے۔
28190,"(Translated by Google) Loce

(Original)
Loce",(گوگل کے ذریعہ ترجمہ شدہ) لوس (اصل) لوس
28191,Hot n sour soup was delicious,گرم اور کھٹا سوپ مزیدار تھا۔
28192,Similar taste of food from everywhere else.,ہر جگہ سے کھانے کا یکساں ذائقہ۔
28193,Best place to eat,کھانے کے لیے بہترین جگہ
28194,Have affordable food but not too much taste.. average taste like it and realise to get some good clean place to past happy moments against money,سستا کھانا کھائیں لیکن بہت زیادہ ذائقہ نہیں.. اس کی طرح اوسط ذائقہ اور پیسے کے خلاف ماضی کے خوشگوار لمحات کے لئے کچھ اچھی صاف جگہ حاصل کرنے کا احساس کریں
28195,Good taste and quick service. The cutlery could have been cleaner though.,اچھا ذائقہ اور فوری سروس۔ کٹلری اگرچہ صاف ہو سکتی تھی۔
28196,"I never going last of 10 years or more
I don't know what is the taste.
Used Usmania restaurant own your risk",میں 10 سال یا اس سے زیادہ عرصے تک کبھی نہیں جا رہا ہوں مجھے نہیں معلوم کہ ذائقہ کیا ہے۔ استعمال شدہ عثمانیہ ریستوراں آپ کے خطرے کا مالک ہے۔
28197,Too old furniture and menue,بہت پرانا فرنیچر اور مینیو
28198,"Have delicious dishes,  big space for parking prayers facility also available.",لذیذ پکوان ہیں، نماز کے لیے پارکنگ کی بڑی جگہ بھی دستیاب ہے۔
28199,Old is gold... same taste...,پرانا ہے سونا... وہی ذائقہ...
28200,Good food and good environment,اچھا کھانا اور اچھا ماحول
28201,Good experiance and taste changer,اچھا تجربہ اور ذائقہ بدلنے والا
28202,Avg,اوسط
28203,Bad place smells like a hospital was noice becore but not now too old,بری جگہ سے بدبو آ رہی ہے جیسے کوئی ہسپتال شور شرابہ تھا لیکن اب زیادہ پرانا نہیں ہے۔
28204,Usmania restaurant,عثمانیہ ریستوراں
28205,Food was delicious,کھانا مزیدار تھا۔
28206,"Its was good, prices was so so..",یہ اچھا تھا، قیمتیں اتنی تھیں ..
28207,Management,انتظام
28208,Brain masala & sajji best one in the usmania,دماغی مسالہ اور سجی عثمانیہ میں بہترین
28209,Tasteless overpriced food with lack of ventilation,وینٹیلیشن کی کمی کے ساتھ بے ذائقہ زیادہ قیمت والا کھانا
28210,Dinner with family,خاندان کے ساتھ رات کا کھانا
28211,Overall an amazing place to eat and enjoy,مجموعی طور پر کھانے اور لطف اندوز ہونے کے لیے ایک حیرت انگیز جگہ
